"","Daniorerio","Campylomormyruscompressirostris"
"23285","zfpm1","maker-ptg000486l-augustus-gene-4.154-mRNA-1"
"23287","kiaa0513","maker-ptg001350l-snap-gene-1.162-mRNA-1"
"23288","foxl1","snap_masked-ptg001350l-processed-gene-1.45-mRNA-1"
"23289","phaf1","maker-ptg001898l-snap-gene-0.39-mRNA-1"
"23291","bbs2","maker-ptg001898l-augustus-gene-0.60-mRNA-1"
"23295","slc12a3","maker-ptg001898l-augustus-gene-0.79-mRNA-1"
"23296","herpud1","maker-ptg001898l-snap-gene-0.27-mRNA-1"
"23297","cetp","maker-ptg001898l-augustus-gene-0.69-mRNA-1"
"23301","rspry1","snap_masked-ptg000521l-processed-gene-0.74-mRNA-1"
"23303","si_ch211-212o1.2","maker-ptg002403l-snap-gene-1.8-mRNA-1"
"23304","znf423","snap_masked-ptg002230l-processed-gene-0.6-mRNA-1"
"23307","n4bp1","maker-ptg002403l-snap-gene-1.20-mRNA-1"
"23309","lonp2","maker-ptg002403l-augustus-gene-1.41-mRNA-1"
"23311","sf3b3","maker-ptg000521l-snap-gene-0.48-mRNA-1"
"23313","LOC137488270","maker-ptg000521l-snap-gene-0.25-mRNA-1"
"23314","aars1","maker-ptg000521l-snap-gene-0.29-mRNA-1"
"23318","arl2bp","snap_masked-ptg000521l-processed-gene-0.75-mRNA-1"
"23319","arih1","maker-ptg000171l-snap-gene-37.51-mRNA-1"
"23321","ppcdc","maker-ptg000445l-augustus-gene-4.38-mRNA-1"
"23322","hacd3","maker-ptg000171l-snap-gene-37.39-mRNA-1"
"23323","ints14","maker-ptg000171l-augustus-gene-37.11-mRNA-1"
"23324","slc24a1","maker-ptg000171l-snap-gene-36.166-mRNA-1"
"23325","dennd4a","maker-ptg000171l-snap-gene-36.142-mRNA-1"
"23327","si_dkey-242h9.3","maker-ptg000049l-est_gff_est2genome-gene-7.18-mRNA-1"
"23328","rab11a","maker-ptg000938l-snap-gene-6.77-mRNA-1"
"23330","dis3l","maker-ptg001235l-snap-gene-0.218-mRNA-1"
"23333","map2k1","maker-ptg001235l-snap-gene-0.56-mRNA-1"
"23334","rpl4","maker-ptg001235l-augustus-gene-0.24-mRNA-1"
"23335","zwilch","maker-ptg000445l-augustus-gene-3.27-mRNA-1"
"23336","lctlb","maker-ptg001235l-augustus-gene-0.21-mRNA-1"
"23337","snapc5","maker-ptg000445l-augustus-gene-4.40-mRNA-1"
"23338","smad6b","snap_masked-ptg002330l-processed-gene-0.1-mRNA-1"
"23339","smad3b","maker-ptg000817l-snap-gene-5.24-mRNA-1"
"23342","aagab","maker-ptg002330l-snap-gene-0.35-mRNA-1"
"23344","zgc_162898","maker-ptg002330l-snap-gene-0.30-mRNA-1"
"23347","morf4l1","maker-ptg001586l-augustus-gene-1.45-mRNA-1"
"23349","kif23","maker-ptg001522l-augustus-gene-0.97-mRNA-1"
"23352","LOC101883522","maker-ptg000161l-snap-gene-8.75-mRNA-1"
"23353","kbtbd4","maker-ptg000465l-augustus-gene-17.23-mRNA-1"
"23354","rapsn","maker-ptg000465l-augustus-gene-18.5-mRNA-1"
"23356","ighmbp2","maker-ptg000465l-augustus-gene-5.242-mRNA-1"
"23357","agk","maker-ptg000841l-augustus-gene-6.46-mRNA-1"
"23358","dennd11","maker-ptg000841l-snap-gene-6.59-mRNA-1"
"23359","wee2","maker-ptg000841l-snap-gene-6.80-mRNA-1"
"23360","bida","maker-ptg000489l-augustus-gene-1.180-mRNA-1"
"23361","bcl2l13","maker-ptg000489l-snap-gene-1.41-mRNA-1"
"23362","wnt2","maker-ptg000501l-snap-gene-4.120-mRNA-1"
"23363","asz1","maker-ptg000863l-snap-gene-10.32-mRNA-1"
"23364","cftr","maker-ptg000863l-augustus-gene-10.69-mRNA-1"
"23365","cttnbp2","maker-ptg000501l-snap-gene-4.126-mRNA-1"
"23366","ttc23","maker-ptg000161l-augustus-gene-1.53-mRNA-1"
"23370","fam169b","maker-ptg000345l-augustus-gene-15.5-mRNA-1"
"23371","arpin","maker-ptg000345l-augustus-gene-14.41-mRNA-1"
"23372","anpeplb","maker-ptg000345l-augustus-gene-14.25-mRNA-1"
"23373","si_dkey-12e7.1","maker-ptg000345l-snap-gene-14.44-mRNA-1"
"23375","chka","maker-ptg001382l-snap-gene-5.95-mRNA-1"
"23377","got2a","maker-ptg000667l-augustus-gene-3.12-mRNA-1"
"23380","hydin","maker-ptg000667l-snap-gene-5.5-mRNA-1"
"23383","slc38a8a","maker-ptg001182l-snap-gene-8.141-mRNA-1"
"23385","fan1","maker-ptg001003l-snap-gene-2.7-mRNA-1"
"23387","pskh1","maker-ptg000667l-snap-gene-0.13-mRNA-1"
"23388","nrn1la","maker-ptg000667l-snap-gene-0.12-mRNA-1"
"23391","nutf2","maker-ptg000171l-snap-gene-48.88-mRNA-1"
"23392","tsnaxip1","maker-ptg001501l-snap-gene-1.6-mRNA-1"
"23393","ranbp10","maker-ptg001501l-snap-gene-1.75-mRNA-1"
"23394","pard6a","snap_masked-ptg001501l-processed-gene-1.155-mRNA-1"
"23397","ripor1","maker-ptg001501l-snap-gene-1.56-mRNA-1"
"23398","ctcf","maker-ptg001501l-snap-gene-1.63-mRNA-1"
"23400","carmil2","maker-ptg000511l-snap-gene-8.32-mRNA-1"
"23402","cfdp1","maker-ptg001501l-snap-gene-1.43-mRNA-1"
"23403","bcar1","maker-ptg001758l-snap-gene-0.42-mRNA-1"
"23407","hsf4","maker-ptg001758l-augustus-gene-0.47-mRNA-1"
"23413","arrdc3b","maker-ptg000393l-augustus-gene-20.14-mRNA-1"
"23414","lysmd4","maker-ptg000743l-augustus-gene-3.68-mRNA-1"
"23417","rgma","maker-ptg001488l-snap-gene-0.48-mRNA-1"
"23419","chd2","maker-ptg001488l-snap-gene-0.65-mRNA-1"
"23421","fam174b","maker-ptg001488l-snap-gene-0.50-mRNA-1"
"23422","st8sia2","snap_masked-ptg000802l-processed-gene-1.52-mRNA-1"
"23424","slco3a1a","maker-ptg000345l-snap-gene-19.49-mRNA-1"
"23426","slco3a1b","maker-ptg000802l-augustus-gene-1.88-mRNA-1"
"23430","gnrhr4","snap_masked-ptg000802l-processed-gene-1.56-mRNA-1"
"23432","wdr93","maker-ptg000802l-augustus-gene-1.91-mRNA-1"
"23433","pex11a","maker-ptg000345l-augustus-gene-18.0-mRNA-1"
"23435","fkbp16","maker-ptg000802l-snap-gene-1.17-mRNA-1"
"23437","serf2b","maker-ptg000345l-snap-gene-17.32-mRNA-1"
"23438","serf2a","maker-ptg000802l-snap-gene-1.19-mRNA-1"
"23440","rasef2","maker-ptg000345l-augustus-gene-17.39-mRNA-1"
"23443","znf710b","maker-ptg000511l-augustus-gene-9.103-mRNA-1"
"23444","znf710b","maker-ptg000345l-augustus-gene-16.23-mRNA-1"
"23448","ankrd34c","maker-ptg000511l-snap-gene-9.39-mRNA-1"
"23450","rasgrf1","maker-ptg000445l-augustus-gene-16.74-mRNA-1"
"23453","blm","maker-ptg000445l-snap-gene-16.19-mRNA-1"
"23454","LOC570903","maker-ptg000445l-snap-gene-16.9-mRNA-1"
"23457","nmba","maker-ptg000171l-snap-gene-48.132-mRNA-1"
"23459","sec11a","maker-ptg000171l-snap-gene-48.135-mRNA-1"
"23461","znf592","maker-ptg000445l-augustus-gene-14.31-mRNA-1"
"23462","slc28a1","maker-ptg000511l-snap-gene-9.0-mRNA-1"
"23465","kti12","maker-ptg000445l-augustus-gene-14.27-mRNA-1"
"23466","si_dkey-24l11.2","maker-ptg000171l-augustus-gene-48.177-mRNA-1"
"23469","pstpip1a","maker-ptg000445l-snap-gene-13.37-mRNA-1"
"23470","rcn2","maker-ptg000445l-snap-gene-13.38-mRNA-1"
"23471","pik3c2a","maker-ptg001382l-snap-gene-5.58-mRNA-1"
"23472","rps13","maker-ptg000487l-augustus-gene-17.102-mRNA-1"
"23473","ppp1r15b","maker-ptg001382l-augustus-gene-5.170-mRNA-1"
"23475","zgc_56106","maker-ptg001935l-augustus-gene-0.9-mRNA-1"
"23476","cd81b","maker-ptg000898l-snap-gene-5.14-mRNA-1"
"23477","si_dkey-29p10.4","maker-ptg000667l-snap-gene-5.27-mRNA-1"
"23478","tp53i11b","maker-ptg001382l-snap-gene-5.90-mRNA-1"
"23480","tspan18b","maker-ptg000487l-augustus-gene-17.89-mRNA-1"
"23481","iqcg","maker-ptg000303l-augustus-gene-6.40-mRNA-1"
"23482","hipk3b","maker-ptg000171l-snap-gene-32.7-mRNA-1"
"23483","kiaa1549lb","maker-ptg000171l-augustus-gene-32.4-mRNA-1"
"23484","spon1a","maker-ptg000171l-snap-gene-35.6-mRNA-1"
"23487","ppfibp2a","maker-ptg000171l-snap-gene-36.113-mRNA-1"
"23488","mafa","snap_masked-ptg000898l-processed-gene-4.75-mRNA-1"
"23489","mafb","snap_masked-ptg001947l-processed-gene-0.4-mRNA-1"
"23491","cmc2","maker-ptg000482l-snap-gene-1.53-mRNA-1"
"23492","cenpn","maker-ptg000482l-augustus-gene-1.31-mRNA-1"
"23494","atmin","maker-ptg000482l-augustus-gene-1.26-mRNA-1"
"23495","si_ch73-103b9.2","maker-ptg000482l-est_gff_est2genome-gene-1.39-mRNA-1"
"23496","LOC101883751","snap_masked-ptg000482l-processed-gene-1.14-mRNA-1"
"23498","si_ch211-220f16.2","maker-ptg000171l-snap-gene-9.32-mRNA-1"
"23500","gse1b","snap_masked-ptg000839l-processed-gene-0.0-mRNA-1"
"23502","gins2","maker-ptg000839l-snap-gene-5.67-mRNA-1"
"23503","emc8","maker-ptg000839l-augustus-gene-5.216-mRNA-1"
"23504","cox4i1","maker-ptg000839l-snap-gene-0.22-mRNA-1"
"23505","dusp22a","maker-ptg000315l-snap-gene-0.33-mRNA-1"
"23507","irf8","maker-ptg000839l-snap-gene-0.25-mRNA-1"
"23508","foxf1","maker-ptg000839l-snap-gene-1.1-mRNA-1"
"23509","mthfsd","maker-ptg000839l-snap-gene-5.79-mRNA-1"
"23510","cd151l","maker-ptg000465l-snap-gene-5.104-mRNA-1"
"23511","gas8","maker-ptg000839l-snap-gene-5.83-mRNA-1"
"23512","dbndd1","maker-ptg000839l-snap-gene-2.16-mRNA-1"
"23513","mvda","maker-ptg000839l-augustus-gene-5.254-mRNA-1"
"23514","tubb6","maker-ptg000839l-snap-gene-5.108-mRNA-1"
"23516","cyba","maker-ptg000839l-snap-gene-5.115-mRNA-1"
"23519","tcf25","maker-ptg000839l-snap-gene-5.110-mRNA-1"
"23520","mc1r","snap_masked-ptg000839l-processed-gene-5.20-mRNA-1"
"23521","def8","snap_masked-ptg000839l-processed-gene-5.18-mRNA-1"
"23522","dhx36","snap_masked-ptg001623l-processed-gene-3.76-mRNA-1"
"23528","olfcw1","maker-ptg001623l-augustus-gene-4.2-mRNA-1"
"23542","LOC101886601","maker-ptg001623l-est_gff_est2genome-gene-5.14-mRNA-1"
"23549","olfcu1","maker-ptg001623l-snap-gene-6.17-mRNA-1"
"23554","olfcr1","maker-ptg001623l-augustus-gene-7.49-mRNA-1"
"23556","plch1","maker-ptg001623l-snap-gene-7.17-mRNA-1"
"23558","slc33a1","maker-ptg001623l-augustus-gene-7.61-mRNA-1"
"23560","gmps","maker-ptg001623l-augustus-gene-7.44-mRNA-1"
"23561","vmn2r1","maker-ptg001623l-augustus-gene-8.166-mRNA-1"
"23563","kcnab1a","maker-ptg001623l-snap-gene-8.55-mRNA-1"
"23564","ssr3","maker-ptg001623l-snap-gene-8.98-mRNA-1"
"23566","tiparp","maker-ptg001623l-snap-gene-8.62-mRNA-1"
"23568","lekr1","maker-ptg001623l-snap-gene-8.74-mRNA-1"
"23569","si_ch211-195m9.3","maker-ptg000558l-augustus-gene-4.12-mRNA-1"
"23570","cfap45","maker-ptg001248l-snap-gene-5.123-mRNA-1"
"23571","tbrg1","maker-ptg001248l-augustus-gene-5.196-mRNA-1"
"23572","LOC100535882","maker-ptg000159l-augustus-gene-5.129-mRNA-1"
"23573","snrpa","maker-ptg000159l-snap-gene-5.30-mRNA-1"
"23574","actmap","maker-ptg000159l-snap-gene-3.28-mRNA-1"
"23575","itpkcb","maker-ptg000159l-augustus-gene-5.139-mRNA-1"
"23576","ryr1b","maker-ptg002202l-snap-gene-1.25-mRNA-1"
"23578","rasgrp4","maker-ptg000187l-snap-gene-6.26-mRNA-1"
"23582","opa3","maker-ptg002202l-augustus-gene-0.5-mRNA-1"
"23583","ppp1r13l","maker-ptg002202l-snap-gene-3.77-mRNA-1"
"23584","tmem91","maker-ptg002202l-snap-gene-3.76-mRNA-1"
"23585","exosc5","maker-ptg002202l-snap-gene-0.14-mRNA-1"
"23587","b3gat1a","maker-ptg001386l-snap-gene-1.18-mRNA-1"
"23589","siae","maker-ptg000303l-snap-gene-4.2-mRNA-1"
"23590","clasrp","maker-ptg000159l-snap-gene-5.17-mRNA-1"
"23591","znf296","maker-ptg000159l-augustus-gene-5.118-mRNA-1"
"23592","capn12","maker-ptg003329l-snap-gene-0.5-mRNA-1"
"23593","fosb","snap_masked-ptg000558l-processed-gene-6.28-mRNA-1"
"23594","si_ch211-160d20.3","maker-ptg000558l-augustus-gene-6.78-mRNA-1"
"23595","ttc9b","maker-ptg000558l-snap-gene-6.48-mRNA-1"
"23596","map3k10","maker-ptg000558l-augustus-gene-6.62-mRNA-1"
"23598","sipa1l3","snap_masked-ptg000558l-processed-gene-6.18-mRNA-1"
"23600","qpctla","maker-ptg000558l-snap-gene-6.36-mRNA-1"
"23603","six5","snap_masked-ptg000558l-processed-gene-6.3-mRNA-1"
"23605","tbcb","maker-ptg000558l-augustus-gene-5.5-mRNA-1"
"23608","nucb2b","maker-ptg000487l-augustus-gene-16.1-mRNA-1"
"23610","nat10","snap_masked-ptg001382l-processed-gene-5.118-mRNA-1"
"23612","lmo2","maker-ptg001382l-augustus-gene-1.6-mRNA-1"
"23618","arpp19b","maker-ptg000103l-augustus-gene-4.109-mRNA-1"
"23619","arpp19b","maker-ptg000103l-augustus-gene-4.109-mRNA-1"
"23623","myo5aa","maker-ptg000103l-augustus-gene-4.106-mRNA-1"
"23625","myo5c","maker-ptg000734l-snap-gene-4.160-mRNA-1"
"23626","gnb5b","maker-ptg000734l-snap-gene-4.146-mRNA-1"
"23628","bcl2l10","maker-ptg000734l-snap-gene-4.145-mRNA-1"
"23633","leo1","maker-ptg000734l-snap-gene-1.29-mRNA-1"
"23634","tmod2","maker-ptg000103l-augustus-gene-4.91-mRNA-1"
"23636","lysmd2","maker-ptg000734l-snap-gene-4.135-mRNA-1"
"23639","ap4e1","maker-ptg000103l-snap-gene-4.163-mRNA-1"
"23640","acadl","maker-ptg001666l-augustus-gene-8.4-mRNA-1"
"23644","cyp19a1a","maker-ptg000103l-snap-gene-2.0-mRNA-1"
"23647","dmxl2","maker-ptg000734l-snap-gene-0.25-mRNA-1"
"23650","slc24a5","maker-ptg000610l-snap-gene-8.47-mRNA-1"
"23653","zgc_101040","snap_masked-ptg002626l-processed-gene-3.155-mRNA-1"
"23654","chrna5","maker-ptg000275l-snap-gene-3.47-mRNA-1"
"23655","slc12a1","maker-ptg000610l-snap-gene-8.46-mRNA-1"
"23656","vwa7","maker-ptg001248l-snap-gene-5.68-mRNA-1"
"23657","myef2","maker-ptg000103l-snap-gene-0.6-mRNA-1"
"23660","si_ch211-132b12.7","maker-ptg001248l-snap-gene-4.56-mRNA-1"
"23661","ccnp","maker-ptg001248l-augustus-gene-4.37-mRNA-1"
"23662","akt2","maker-ptg001248l-snap-gene-5.89-mRNA-1"
"23665","vaspb","maker-ptg001248l-snap-gene-5.101-mRNA-1"
"23666","snrpd2","snap_masked-ptg002249l-processed-gene-0.25-mRNA-1"
"23667","foxg1c","snap_masked-ptg001248l-processed-gene-5.259-mRNA-1"
"23668","pglyrp5","maker-ptg001248l-snap-gene-5.107-mRNA-1"
"23669","polr2i","maker-ptg002249l-snap-gene-0.51-mRNA-1"
"23672","LOC100332250","maker-ptg001524l-augustus-gene-1.53-mRNA-1"
"23674","rasa2","maker-ptg000303l-snap-gene-6.169-mRNA-1"
"23676","fbxo36a","maker-ptg000303l-est_gff_est2genome-gene-6.336-mRNA-1"
"23678","trip12","maker-ptg000303l-augustus-gene-4.129-mRNA-1"
"23680","ccnl1a","maker-ptg001623l-snap-gene-8.116-mRNA-1"
"23681","selenot1b","maker-ptg000303l-snap-gene-6.236-mRNA-1"
"23683","tsen34","maker-ptg000303l-snap-gene-6.223-mRNA-1"
"23688","grk7b","maker-ptg000852l-augustus-gene-16.40-mRNA-1"
"23690","siae","maker-ptg000303l-snap-gene-4.2-mRNA-1"
"23691","pgr","maker-ptg001966l-snap-gene-30.53-mRNA-1"
"23694","cntn5","maker-ptg001966l-augustus-gene-32.24-mRNA-1"
"23697","LOC794432","maker-ptg001966l-augustus-gene-33.14-mRNA-1"
"23700","nectin1a","maker-ptg001966l-snap-gene-34.0-mRNA-1"
"23701","ttc36","maker-ptg000810l-snap-gene-10.0-mRNA-1"
"23704","LOC137490578","maker-ptg001966l-snap-gene-35.1-mRNA-1"
"23705","nectin1b","maker-ptg000810l-augustus-gene-11.53-mRNA-1"
"23708","treh","maker-ptg001966l-snap-gene-36.59-mRNA-1"
"23710","ddx6","snap_masked-ptg001966l-processed-gene-36.22-mRNA-1"
"23712","cxcr5","snap_masked-ptg000187l-processed-gene-1.2-mRNA-1"
"23713","bcl9l","snap_masked-ptg001966l-processed-gene-36.23-mRNA-1"
"23715","LOC137488333","maker-ptg001966l-snap-gene-36.37-mRNA-1"
"23717","cdon","maker-ptg000187l-augustus-gene-5.24-mRNA-1"
"23722","prdm10","maker-ptg001966l-snap-gene-36.124-mRNA-1"
"23725","aplp2","maker-ptg000187l-snap-gene-3.46-mRNA-1"
"23726","st14a","maker-ptg000187l-snap-gene-3.56-mRNA-1"
"23729","nfrkb","maker-ptg000187l-snap-gene-3.62-mRNA-1"
"23730","dhx34","maker-ptg002496l-augustus-gene-0.15-mRNA-1"
"23731","tmem45b","maker-ptg000187l-snap-gene-5.174-mRNA-1"
"23734","spred3","snap_masked-ptg002496l-processed-gene-0.76-mRNA-1"
"23737","psmd8","maker-ptg002496l-augustus-gene-0.20-mRNA-1"
"23740","ehd2b","maker-ptg002496l-snap-gene-0.61-mRNA-1"
"23743","b3gnt2l","snap_masked-ptg000187l-processed-gene-5.84-mRNA-1"
"23745","si_dkey-224e22.2","maker-ptg000303l-augustus-gene-4.111-mRNA-1"
"23746","ilvbl","maker-ptg000303l-augustus-gene-4.102-mRNA-1"
"23747","stt3a","maker-ptg000303l-snap-gene-4.17-mRNA-1"
"23748","fam118b","maker-ptg000303l-snap-gene-4.18-mRNA-1"
"23749","srpra","maker-ptg000303l-snap-gene-1.1-mRNA-1"
"23750","arfgap2","maker-ptg000643l-snap-gene-0.3-mRNA-1"
"23751","si_ch211-71n6.4","maker-ptg000643l-augustus-gene-2.12-mRNA-1"
"23755","cngb1a","maker-ptg001182l-snap-gene-8.79-mRNA-1"
"23756","kifc3","maker-ptg000667l-augustus-gene-5.135-mRNA-1"
"23757","wt1b","maker-ptg000171l-augustus-gene-30.12-mRNA-1"
"23758","eif3m","maker-ptg000171l-augustus-gene-30.6-mRNA-1"
"23759","prrg4","maker-ptg000171l-augustus-gene-31.0-mRNA-1"
"23760","qser1","maker-ptg000171l-augustus-gene-31.3-mRNA-1"
"23761","depdc7a","maker-ptg000171l-snap-gene-31.77-mRNA-1"
"23762","cstf3","maker-ptg000171l-snap-gene-31.85-mRNA-1"
"23764","rpl35a","maker-ptg000303l-snap-gene-6.313-mRNA-1"
"23765","abcc5","maker-ptg000303l-snap-gene-6.301-mRNA-1"
"23767","dvl3","maker-ptg000303l-snap-gene-6.285-mRNA-1"
"23768","ap2m1b","maker-ptg000303l-augustus-gene-6.70-mRNA-1"
"23771","sptbn4","maker-ptg001966l-augustus-gene-18.49-mRNA-1"
"23772","blvrb","maker-ptg001966l-augustus-gene-18.39-mRNA-1"
"23774","kcnk6","maker-ptg001966l-augustus-gene-18.42-mRNA-1"
"23776","prx","snap_masked-ptg000525l-processed-gene-2.13-mRNA-1"
"23777","pld3","maker-ptg001966l-snap-gene-17.64-mRNA-1"
"23778","foxa3","maker-ptg001966l-augustus-gene-16.9-mRNA-1"
"23779","irf2bp1","snap_masked-ptg001966l-processed-gene-16.3-mRNA-1"
"23781","daw1","maker-ptg000049l-snap-gene-11.13-mRNA-1"
"23782","sphkap","maker-ptg000049l-snap-gene-11.9-mRNA-1"
"23783","pid1","snap_masked-ptg000049l-processed-gene-7.30-mRNA-1"
"23790","clmpb","maker-ptg000738l-augustus-gene-2.93-mRNA-1"
"23791","rbm7","maker-ptg001604l-augustus-gene-0.25-mRNA-1"
"23792","barx2","maker-ptg001604l-augustus-gene-0.30-mRNA-1"
"23794","smtla","maker-ptg001027l-snap-gene-0.20-mRNA-1"
"23796","fli1","maker-ptg001738l-snap-gene-0.39-mRNA-1"
"23798","kcnj5","maker-ptg000303l-augustus-gene-0.0-mRNA-1"
"23799","st3gal4","maker-ptg000303l-snap-gene-4.13-mRNA-1"
"23801","gemin7","snap_masked-ptg000558l-processed-gene-4.74-mRNA-1"
"23802","bmp16","maker-ptg000558l-snap-gene-4.114-mRNA-1"
"23805","shkbp1","maker-ptg001966l-snap-gene-17.72-mRNA-1"
"23807","ltbp4","maker-ptg001966l-augustus-gene-19.12-mRNA-1"
"23810","yif1b","maker-ptg001966l-augustus-gene-18.45-mRNA-1"
"23812","sb_cb81","maker-ptg001966l-snap-gene-17.68-mRNA-1"
"23813","si_cabz01090165.1","snap_masked-ptg001966l-processed-gene-19.3-mRNA-1"
"23814","dusp8b","maker-ptg000487l-snap-gene-11.44-mRNA-1"
"23815","mob2b","maker-ptg000223l-snap-gene-4.0-mRNA-1"
"23816","abcc8b","maker-ptg000223l-augustus-gene-6.192-mRNA-1"
"23818","loxl1","maker-ptg000275l-augustus-gene-10.8-mRNA-1"
"23819","insyn1","maker-ptg001159l-snap-gene-3.27-mRNA-1"
"23823","ube2q1","maker-ptg000275l-augustus-gene-4.0-mRNA-1"
"23825","chrna3","maker-ptg000275l-snap-gene-3.48-mRNA-1"
"23828","rap2b","maker-ptg000367l-snap-gene-5.196-mRNA-1"
"23833","tspan4a","maker-ptg000465l-snap-gene-5.74-mRNA-1"
"23834","ddb1","maker-ptg000465l-augustus-gene-1.0-mRNA-1"
"23835","pdpr","maker-ptg000839l-augustus-gene-5.279-mRNA-1"
"23836","LOC100330861","maker-ptg000839l-augustus-gene-4.3-mRNA-1"
"23839","LOC137488350","maker-ptg000390l-snap-gene-1.6-mRNA-1"
"23842","cttn","maker-ptg000171l-augustus-gene-7.9-mRNA-1"
"23843","pik3c2g","maker-ptg000390l-snap-gene-2.0-mRNA-1"
"23847","bncr","snap_masked-ptg000390l-processed-gene-3.36-mRNA-1"
"23850","LOC100331367","maker-ptg000014l-snap-gene-4.85-mRNA-1"
"23853","zbtb10","maker-ptg000783l-augustus-gene-6.43-mRNA-1"
"23854","LOC137490580","maker-ptg000513l-snap-gene-4.128-mRNA-1"
"23861","meox2b","maker-ptg000528l-augustus-gene-7.14-mRNA-1"
"23862","si_ch211-215i13.3","maker-ptg001887l-augustus-gene-1.83-mRNA-1"
"23863","znf704","maker-ptg000859l-snap-gene-5.83-mRNA-1"
"23868","tnfrsf11b","maker-ptg002072l-snap-gene-5.9-mRNA-1"
"23870","rnf139","maker-ptg000729l-augustus-gene-5.156-mRNA-1"
"23871","tmem65","maker-ptg002072l-snap-gene-6.114-mRNA-1"
"23872","zbtb22a","maker-ptg000238l-snap-gene-29.89-mRNA-1"
"23873","scn1bb","maker-ptg000014l-snap-gene-4.64-mRNA-1"
"23874","syngap1a","maker-ptg000238l-snap-gene-29.102-mRNA-1"
"23877","arl4ab","maker-ptg001418l-snap-gene-4.8-mRNA-1"
"23880","golph3l","maker-ptg000059l-snap-gene-3.134-mRNA-1"
"23882","slc9a1b","maker-ptg000014l-augustus-gene-7.61-mRNA-1"
"23883","mcl1a","maker-ptg000799l-snap-gene-10.26-mRNA-1"
"23885","tmem106bb","maker-ptg000528l-snap-gene-9.8-mRNA-1"
"23887","pip4p2","maker-ptg000783l-augustus-gene-8.84-mRNA-1"
"23891","tnfaip8l2a","snap_masked-ptg000059l-processed-gene-4.11-mRNA-1"
"23895","dus3l","maker-ptg001227l-augustus-gene-0.41-mRNA-1"
"23896","mterf1","snap_masked-ptg000849l-processed-gene-1.242-mRNA-1"
"23898","tdp2b","maker-ptg000783l-snap-gene-5.58-mRNA-1"
"23900","cyp51","maker-ptg000849l-snap-gene-1.46-mRNA-1"
"23901","nup42","maker-ptg000690l-snap-gene-1.74-mRNA-1"
"23902","tert","maker-ptg000690l-augustus-gene-1.119-mRNA-1"
"23906","fhod3a","maker-ptg000897l-augustus-gene-2.40-mRNA-1"
"23907","gstr","maker-ptg000897l-snap-gene-2.84-mRNA-1"
"23908","slc30a8","maker-ptg000897l-snap-gene-2.95-mRNA-1"
"23909","msto1","maker-ptg000238l-augustus-gene-7.52-mRNA-1"
"23910","si_ch211-13c6.2","maker-ptg000897l-snap-gene-2.83-mRNA-1"
"23913","mapk15","maker-ptg000897l-snap-gene-2.60-mRNA-1"
"23917","slc39a7","maker-ptg000238l-snap-gene-21.41-mRNA-1"
"23919","smarcc1a","maker-ptg000897l-snap-gene-2.44-mRNA-1"
"23920","rps18","snap_masked-ptg000238l-processed-gene-21.2-mRNA-1"
"23921","vps52","maker-ptg000238l-augustus-gene-21.24-mRNA-1"
"23922","igldcp","maker-ptg000238l-snap-gene-21.34-mRNA-1"
"23924","atf6b","maker-ptg000091l-snap-gene-2.98-mRNA-1"
"23925","nrm","maker-ptg000675l-augustus-gene-2.52-mRNA-1"
"23926","LOC100333241","maker-ptg000897l-snap-gene-1.170-mRNA-1"
"23928","psmb10","maker-ptg000091l-snap-gene-2.79-mRNA-1"
"23929","cenpa","maker-ptg000091l-snap-gene-2.76-mRNA-1"
"23932","aste1b","maker-ptg000897l-augustus-gene-1.82-mRNA-1"
"23933","ppp1r18","maker-ptg000675l-augustus-gene-2.55-mRNA-1"
"23942","rnf5","maker-ptg000675l-snap-gene-3.400-mRNA-1"
"23943","sacm1la","maker-ptg000897l-snap-gene-1.109-mRNA-1"
"23945","slc44a4","maker-ptg000675l-snap-gene-3.226-mRNA-1"
"23947","cdcp1b","maker-ptg000897l-augustus-gene-1.67-mRNA-1"
"23948","ehmt2","maker-ptg000675l-snap-gene-3.216-mRNA-1"
"23950","clec3bb","maker-ptg000897l-augustus-gene-0.0-mRNA-1"
"23951","zdhhc3b","snap_masked-ptg000897l-processed-gene-1.5-mRNA-1"
"23952","LOC100537949","maker-ptg000347l-augustus-gene-6.61-mRNA-1"
"23953","LOC100334085","maker-ptg000347l-snap-gene-6.22-mRNA-1"
"23959","zgc_63863","maker-ptg001416l-snap-gene-5.97-mRNA-1"
"23960","dgat1a","maker-ptg000653l-snap-gene-18.0-mRNA-1"
"23962","cfap20","snap_masked-ptg001416l-processed-gene-5.247-mRNA-1"
"23963","oxsm","maker-ptg001883l-snap-gene-2.66-mRNA-1"
"23964","trpn1","maker-ptg001416l-snap-gene-5.188-mRNA-1"
"23966","gpr20","snap_masked-ptg001416l-processed-gene-5.241-mRNA-1"
"23967","LOC100329687","maker-ptg001416l-augustus-gene-5.76-mRNA-1"
"23968","lrrc3b","maker-ptg001883l-snap-gene-2.63-mRNA-1"
"23969","klhl7","maker-ptg000690l-snap-gene-1.81-mRNA-1"
"23970","dennd3a","maker-ptg001416l-snap-gene-5.183-mRNA-1"
"23971","tuba4l","maker-ptg001036l-snap-gene-0.11-mRNA-1"
"23972","ptk2aa","maker-ptg001416l-snap-gene-5.143-mRNA-1"
